"sf1" "sf2" "sf3" "sp1" "sp2" "sp3"
"TRINITY_DN18379_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN18377_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18313_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN18350_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18332_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18301_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN18375_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN18394_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN18387_c0_g1_i1" 2 0 0 0 2 0
"TRINITY_DN18346_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18355_c0_g1_i1" 0 2 0 6 0 0
"TRINITY_DN18396_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN18324_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18382_c0_g1_i1" 0 0 0 2 2 0
"TRINITY_DN18378_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18326_c0_g1_i1" 0 0 22 2 0 0
"TRINITY_DN18327_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN18353_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN18312_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN18325_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN18337_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18342_c0_g1_i1" 6 0 0 0 0 0
"TRINITY_DN18367_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN18340_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN18381_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN18359_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN18310_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18397_c0_g1_i1" 0 0 2 0 2 0
"TRINITY_DN18364_c0_g1_i1" 0 6 0 0 2 0
"TRINITY_DN18345_c0_g1_i1" 4 2 0 4 0 0
"TRINITY_DN18317_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18358_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN18369_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18305_c0_g1_i1" 4 0 0 2 2 2
"TRINITY_DN18339_c0_g1_i1" 0 0 2 0 0 2
"TRINITY_DN18370_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN18302_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN18328_c0_g1_i1" 2 4 0 0 0 0
"TRINITY_DN18388_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN18316_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN18330_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN18360_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN18366_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18319_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN18321_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18733_c0_g1_i1" 8 12 2 6 0 0
"TRINITY_DN18744_c0_g1_i1" 4 0 8 6 4 0
"TRINITY_DN18746_c0_g1_i1" 2 0 18 0 0 0
"TRINITY_DN18706_c0_g1_i1" 2 6 0 2 0 0
"TRINITY_DN18741_c0_g1_i1" 24 36 26 16 2 4
"TRINITY_DN18729_c0_g1_i1" 8 0 0 0 0 0
"TRINITY_DN18773_c0_g1_i1" 0 0 14 0 0 0
"TRINITY_DN18710_c0_g1_i1" 10 14 6 0 2 8
"TRINITY_DN18761_c0_g1_i1" 2 2 2 0 2 0
"TRINITY_DN18713_c0_g1_i1" 2 0 0 2 2 0
"TRINITY_DN18798_c0_g1_i1" 4 4 0 0 0 0
"TRINITY_DN18755_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN18748_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN18709_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN18791_c0_g1_i1" 0 0 0 4 0 4
"TRINITY_DN18712_c0_g1_i1" 10 26 16 2 0 0
"TRINITY_DN18745_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN18726_c0_g1_i1" 2 0 6 0 0 0
"TRINITY_DN18740_c0_g1_i1" 4 2 2 0 0 0
"TRINITY_DN18711_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN18743_c0_g1_i1" 10 18 6 2 0 0
"TRINITY_DN18796_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18792_c0_g1_i1" 14 0 38 28 16 12
"TRINITY_DN18724_c0_g1_i1" 4 38 14 40 10 10
"TRINITY_DN18799_c0_g1_i1" 20 8 32 10 8 0
"TRINITY_DN18728_c0_g1_i1" 0 0 0 0 0 2
"TRINITY_DN18703_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN18731_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN18736_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18765_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN18708_c0_g1_i1" 2 0 8 0 0 0
"TRINITY_DN18794_c0_g1_i1" 10 10 4 16 4 2
"TRINITY_DN18737_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN18762_c0_g1_i1" 0 0 0 0 2 0
"TRINITY_DN18782_c0_g1_i1" 4 22 6 2 2 0
"TRINITY_DN18760_c0_g1_i1" 2 12 0 0 0 0
"TRINITY_DN18780_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18772_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN18705_c0_g1_i1" 34 38 6 4 8 2
"TRINITY_DN18739_c0_g1_i1" 30 48 52 10 0 2
"TRINITY_DN18714_c0_g1_i1" 4 16 2 0 0 2
"TRINITY_DN18753_c0_g1_i1" 0 0 22 0 0 0
"TRINITY_DN18788_c0_g1_i1" 0 0 0 2 2 0
"TRINITY_DN18704_c0_g1_i1" 10 4 0 2 0 2
"TRINITY_DN18722_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN18778_c0_g1_i1" 2 0 0 2 0 2
"TRINITY_DN18771_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN18768_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN18734_c0_g1_i1" 4 10 32 0 0 4
"TRINITY_DN18723_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN18770_c0_g1_i1" 36 20 36 16 10 14
"TRINITY_DN18776_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18749_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN18732_c0_g1_i1" 0 0 0 0 2 0
"TRINITY_DN18719_c0_g1_i1" 18 10 56 2 0 2
"TRINITY_DN18725_c0_g1_i1" 10 0 4 2 0 0
"TRINITY_DN18747_c0_g1_i1" 4 0 4 0 2 0
"TRINITY_DN18756_c0_g1_i1" 0 0 2 2 0 0
"TRINITY_DN18763_c0_g1_i1" 4 0 6 6 0 0
"TRINITY_DN18717_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN18759_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN18767_c0_g1_i1" 0 0 0 2 0 2
"TRINITY_DN18758_c0_g1_i1" 14 28 0 8 2 4
"TRINITY_DN18786_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN18781_c0_g1_i1" 0 6 0 0 0 2
"TRINITY_DN18707_c0_g1_i1" 2 0 2 0 0 0
"TRINITY_DN18774_c0_g1_i1" 2 0 0 12 2 4
"TRINITY_DN18793_c0_g1_i1" 6 10 4 6 2 2
"TRINITY_DN18752_c0_g1_i1" 0 0 8 2 0 0
"TRINITY_DN18730_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18790_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN18701_c0_g1_i1" 0 0 0 0 2 0
"TRINITY_DN18738_c0_g1_i1" 2 2 4 0 0 0
"TRINITY_DN18702_c0_g1_i1" 0 8 2 0 0 0
"TRINITY_DN18795_c0_g1_i1" 4 4 12 0 4 0
"TRINITY_DN18751_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN18764_c0_g1_i1" 0 0 0 0 2 0
"TRINITY_DN18757_c0_g1_i1" 0 0 6 14 2 2
"TRINITY_DN18716_c0_g1_i1" 4 10 0 0 0 0
"TRINITY_DN18785_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN18721_c0_g1_i1" 18 0 8 2 2 0
"TRINITY_DN18769_c0_g1_i1" 0 24 2 18 12 20
"TRINITY_DN18718_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN18779_c0_g1_i1" 0 0 0 2 4 6
"TRINITY_DN18720_c0_g1_i1" 0 8 0 0 0 0
"TRINITY_DN18775_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN18783_c0_g1_i1" 6 10 10 6 6 0
"TRINITY_DN18727_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN18754_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN18789_c0_g1_i1" 6 12 8 4 0 4
"TRINITY_DN18700_c0_g1_i1" 0 0 0 0 2 0
"TRINITY_DN18750_c0_g1_i1" 8 8 10 4 2 2
"TRINITY_DN18735_c0_g1_i1" 10 24 12 16 6 8
"TRINITY_DN18777_c0_g1_i1" 48 38 62 2 0 0
"TRINITY_DN18784_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN18742_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN18787_c0_g1_i1" 8 0 24 0 0 0
"TRINITY_DN2289_c0_g1_i1" 6 0 2 2 2 0
"TRINITY_DN2234_c0_g1_i1" 72 46 70 28 10 14
"TRINITY_DN2212_c0_g1_i1" 6 4 12 0 2 0
"TRINITY_DN2212_c0_g1_i3" 4 0 0 4 0 0
"TRINITY_DN2260_c0_g1_i1" 4 2 12 4 4 0
"TRINITY_DN2264_c0_g1_i1" 0 0 2 0 0 2
"TRINITY_DN2264_c0_g2_i1" 10 32 18 12 6 4
"TRINITY_DN2296_c0_g2_i1" 10 34 28 8 4 0
"TRINITY_DN2267_c0_g1_i1" 12 4 18 2 4 2
"TRINITY_DN2267_c1_g1_i1" 0 0 2 2 0 0
"TRINITY_DN2227_c0_g2_i1" 0 0 0 0 0 0
"TRINITY_DN2290_c0_g1_i1" 2 0 4 4 0 0
"TRINITY_DN2213_c0_g1_i1" 6 2 0 0 0 0
"TRINITY_DN2213_c0_g2_i1" 10 6 6 2 2 0
"TRINITY_DN2229_c0_g1_i1" 0 4 2 26 8 4
"TRINITY_DN2242_c0_g1_i1" 6 14 6 4 0 0
"TRINITY_DN2207_c0_g1_i1" 14 20 2 2 2 2
"TRINITY_DN2293_c0_g1_i1" 2 4 0 2 2 2
"TRINITY_DN2252_c0_g1_i1" 0 0 0 4 0 0
"TRINITY_DN2203_c0_g1_i1" 4 6 12 0 0 2
"TRINITY_DN2254_c0_g1_i1" 0 0 0 4 0 0
"TRINITY_DN2209_c0_g1_i1" 18 2 16 2 6 2
"TRINITY_DN2216_c0_g1_i1" 0 28 20 2 4 0
"TRINITY_DN2216_c1_g1_i1" 0 4 2 0 0 0
"TRINITY_DN2208_c0_g1_i1" 0 2 2 0 0 0
"TRINITY_DN2208_c0_g2_i1" 0 0 0 0 0 0
"TRINITY_DN2208_c0_g3_i1" 0 0 0 2 2 0
"TRINITY_DN2262_c0_g1_i1" 70 10 66 14 20 18
"TRINITY_DN2282_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN2282_c0_g2_i1" 0 50 0 0 0 0
"TRINITY_DN2282_c0_g3_i1" 0 2 0 0 0 0
"TRINITY_DN2280_c0_g1_i1" 0 2 2 0 0 0
"TRINITY_DN2210_c0_g1_i1" 8 8 20 0 0 0
"TRINITY_DN2284_c0_g1_i1" 10 14 4 0 0 0
"TRINITY_DN2215_c0_g1_i1" 96 180 74 40 36 30
"TRINITY_DN2299_c0_g2_i1" 2 2 12 0 6 2
"TRINITY_DN2230_c1_g1_i1" 0 2 0 0 0 0
"TRINITY_DN2228_c0_g1_i1" 0 10 0 0 0 0
"TRINITY_DN2259_c0_g1_i1" 12 4 14 22 6 2
"TRINITY_DN2259_c1_g1_i1" 30 52 32 18 18 10
"TRINITY_DN2205_c0_g1_i2" 14 16 16 28 14 4
"TRINITY_DN2251_c0_g1_i1" 0 0 0 30 18 24
"TRINITY_DN2251_c1_g1_i1" 2 0 2 14 6 10
"TRINITY_DN2270_c0_g1_i1" 6 4 2 0 0 0
"TRINITY_DN2270_c1_g1_i1" 4 4 0 0 0 0
"TRINITY_DN2275_c0_g1_i1" 6 0 2 18 4 10
"TRINITY_DN2243_c0_g1_i1" 14 38 34 28 4 4
"TRINITY_DN2217_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN2217_c0_g2_i1" 0 4 0 0 0 0
"TRINITY_DN2268_c1_g1_i1" 3432 5228 2924 3474 2000 1928
"TRINITY_DN2287_c0_g1_i1" 4 0 0 22 8 10
"TRINITY_DN2231_c0_g1_i1" 20 34 18 6 2 8
"TRINITY_DN2201_c0_g1_i1" 14 16 10 2 0 2
"TRINITY_DN2269_c0_g1_i1" 28 52 36 14 2 4
"TRINITY_DN2204_c0_g1_i1" 2 0 8 4 2 0
"TRINITY_DN2248_c0_g1_i1" 26 10 24 28 12 0
"TRINITY_DN2266_c0_g1_i1" 50 86 46 26 8 6
"TRINITY_DN2239_c0_g1_i1" 30 72 42 52 12 26
"TRINITY_DN2250_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN2250_c0_g2_i1" 2 4 2 2 0 4
"TRINITY_DN2283_c0_g1_i1" 8 10 4 8 2 4
"TRINITY_DN2236_c0_g1_i1" 0 4 4 2 2 0
"TRINITY_DN2261_c0_g1_i1" 6 6 12 6 4 6
"TRINITY_DN2274_c0_g1_i1" 0 0 0 0 2 2
"TRINITY_DN2274_c0_g2_i1" 0 0 0 0 0 0
"TRINITY_DN2274_c1_g1_i1" 0 0 0 0 0 0
"TRINITY_DN2226_c0_g1_i1" 2 2 2 0 0 0
"TRINITY_DN2240_c0_g1_i1" 22 106 6 24 2 4
"TRINITY_DN2288_c0_g2_i1" 0 4 4 6 0 0
"TRINITY_DN2224_c0_g1_i1" 56 50 36 8 10 2
"TRINITY_DN2202_c0_g1_i1" 0 0 0 10 2 0
"TRINITY_DN2295_c0_g1_i1" 2 6 0 0 0 0
"TRINITY_DN2276_c0_g1_i1" 40 154 34 14 6 10
"TRINITY_DN2255_c0_g1_i1" 0 0 2 0 2 0
"TRINITY_DN2285_c0_g1_i1" 140 298 66 70 66 60
"TRINITY_DN2253_c0_g1_i1" 36 22 6 44 24 22
"TRINITY_DN2277_c0_g1_i1" 396 224 372 42 42 22
"TRINITY_DN2232_c0_g1_i1" 16 22 12 8 6 8
"TRINITY_DN2238_c0_g1_i1" 40 44 18 10 0 8
"TRINITY_DN2286_c0_g1_i1" 8 24 28 0 0 0
"TRINITY_DN2200_c0_g1_i1" 8 104 10 2 6 6
"TRINITY_DN2200_c1_g1_i1" 4 22 0 2 0 0
"TRINITY_DN2247_c0_g1_i1" 8 12 28 8 0 10
"TRINITY_DN2247_c0_g1_i2" 0 0 0 0 0 0
"TRINITY_DN2263_c0_g1_i1" 236 478 200 328 218 204
"TRINITY_DN2278_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN2241_c0_g3_i1" 2350 4152 1708 2146 1522 1436
"TRINITY_DN2245_c0_g1_i1" 2 4 12 2 2 0
"TRINITY_DN2214_c0_g1_i1" 14 22 18 2 0 0
"TRINITY_DN2291_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN2291_c0_g2_i2" 88 98 56 92 50 60
"TRINITY_DN2291_c0_g3_i1" 2 6 0 2 2 2
"TRINITY_DN2256_c0_g1_i1" 24 12 10 46 24 32
"TRINITY_DN2225_c0_g2_i1" 0 2 0 2 2 6
"TRINITY_DN2279_c0_g1_i2" 10 50 78 12 2 0
"TRINITY_DN2292_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN2220_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN2220_c0_g1_i2" 8 0 2 0 0 0
"TRINITY_DN2294_c0_g3_i1" 0 0 0 0 0 0
"TRINITY_DN2272_c0_g1_i1" 0 0 0 0 4 0
"TRINITY_DN2246_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN2237_c0_g1_i1" 20 32 12 4 2 6
"TRINITY_DN2223_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN2297_c0_g1_i1" 306 564 306 180 76 68
"TRINITY_DN2211_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN2265_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN2281_c0_g1_i1" 2 2 0 4 2 0
"TRINITY_DN2271_c0_g1_i2" 12 60 28 18 4 4
"TRINITY_DN2298_c0_g1_i1" 16 20 6 4 4 4
"TRINITY_DN2222_c0_g1_i1" 0 0 6 0 0 0
"TRINITY_DN2233_c0_g1_i1" 6 64 6 0 0 0
"TRINITY_DN2235_c0_g2_i1" 62 64 30 14 12 8
"TRINITY_DN2273_c0_g1_i1" 30 74 12 12 8 0
"TRINITY_DN2218_c0_g1_i1" 4 0 6 2 2 0
"TRINITY_DN2258_c0_g2_i1" 0 0 0 90 24 30
"TRINITY_DN2258_c1_g1_i1" 0 0 0 0 0 2
"TRINITY_DN2219_c0_g1_i1" 516 942 502 262 124 152
"TRINITY_DN2249_c0_g1_i1" 0 0 0 4 10 0
"TRINITY_DN2206_c0_g1_i1" 0 2 4 12 6 6
"TRINITY_DN20738_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN20773_c0_g1_i1" 2 0 0 0 0 2
"TRINITY_DN20712_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20787_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN20744_c0_g1_i1" 0 0 0 4 2 2
"TRINITY_DN20715_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20707_c0_g1_i1" 4 2 2 0 0 0
"TRINITY_DN20741_c0_g1_i1" 0 2 0 2 4 0
"TRINITY_DN20747_c0_g1_i1" 4 0 0 0 0 0
"TRINITY_DN20751_c0_g1_i1" 0 2 0 0 0 2
"TRINITY_DN20729_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20733_c0_g1_i1" 4 14 2 0 0 0
"TRINITY_DN20745_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN20771_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20754_c0_g1_i1" 0 0 0 2 2 2
"TRINITY_DN20736_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN20732_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20782_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN20731_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20764_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN20750_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20713_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20794_c0_g1_i1" 0 0 4 0 0 0
"TRINITY_DN20784_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN20708_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN20742_c0_g1_i1" 2 10 0 2 0 0
"TRINITY_DN20762_c0_g1_i1" 2 8 0 0 0 0
"TRINITY_DN20710_c0_g1_i1" 0 0 0 18 8 4
"TRINITY_DN20795_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20716_c0_g1_i1" 0 0 2 2 0 0
"TRINITY_DN20765_c0_g1_i1" 0 2 0 4 0 0
"TRINITY_DN20739_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN20752_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20766_c0_g1_i1" 4 2 0 0 0 0
"TRINITY_DN20758_c0_g1_i1" 2 2 2 0 0 0
"TRINITY_DN20798_c0_g1_i1" 0 0 2 2 0 2
"TRINITY_DN20735_c0_g1_i1" 2 0 10 2 0 4
"TRINITY_DN20722_c0_g1_i1" 2 0 6 0 0 0
"TRINITY_DN20783_c0_g1_i1" 2 0 0 2 0 0
"TRINITY_DN20702_c0_g1_i1" 2 0 2 0 0 0
"TRINITY_DN20703_c0_g1_i1" 0 4 4 0 0 0
"TRINITY_DN20761_c0_g1_i1" 0 0 4 0 2 0
"TRINITY_DN20730_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN20793_c0_g1_i1" 0 0 6 0 2 0
"TRINITY_DN20746_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20755_c0_g1_i1" 2 2 0 0 0 0
"TRINITY_DN20704_c0_g1_i1" 0 0 0 4 2 2
"TRINITY_DN20788_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN20717_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20743_c0_g1_i1" 0 2 0 2 0 0
"TRINITY_DN20711_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20701_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20772_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20786_c0_g1_i1" 2 2 0 0 0 0
"TRINITY_DN20749_c0_g1_i1" 6 0 0 0 0 0
"TRINITY_DN20725_c0_g1_i1" 0 0 6 0 0 0
"TRINITY_DN20792_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20790_c0_g1_i1" 0 0 2 2 0 0
"TRINITY_DN20768_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN20759_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20770_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20737_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN20791_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN20726_c0_g1_i1" 0 0 0 0 2 0
"TRINITY_DN20753_c0_g1_i1" 0 0 0 2 0 0
"TRINITY_DN20714_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20775_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20778_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20756_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20728_c0_g1_i1" 0 0 2 2 0 0
"TRINITY_DN20705_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN20785_c0_g1_i1" 2 0 0 0 2 0
"TRINITY_DN20718_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20734_c0_g1_i1" 0 2 0 0 2 0
"TRINITY_DN20769_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN20797_c0_g1_i1" 2 4 0 0 0 0
"TRINITY_DN20757_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN20799_c0_g1_i1" 0 0 2 0 0 0
"TRINITY_DN20781_c0_g1_i1" 2 4 4 6 2 2
"TRINITY_DN20709_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20721_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN20789_c0_g1_i1" 10 0 0 0 0 0
"TRINITY_DN20767_c0_g1_i1" 0 4 0 0 0 0
"TRINITY_DN20706_c0_g1_i1" 2 4 0 0 0 0
"TRINITY_DN20748_c0_g1_i1" 2 0 0 0 0 0
"TRINITY_DN20720_c0_g1_i1" 0 0 2 2 0 2
"TRINITY_DN20796_c0_g1_i1" 0 2 0 0 0 0
"TRINITY_DN20719_c0_g1_i1" 2 6 2 0 0 0
"TRINITY_DN20760_c0_g1_i1" 0 0 0 0 2 0
"TRINITY_DN20777_c0_g1_i1" 0 0 0 0 0 0
"TRINITY_DN20727_c0_g1_i1" 0 0 0 2 2 0
"TRINITY_DN9990_c1_g1_i1" 4776 7686 4382 2816 1318 1212
"TRINITY_DN9990_c1_g2_i1" 12312 16714 12070 6662 3272 3510
"TRINITY_DN9937_c0_g1_i1" 772 598 526 138 46 64
"TRINITY_DN9937_c0_g2_i1" 1218 1264 1136 606 300 334
"TRINITY_DN9998_c1_g1_i2" 720 944 588 790 376 284
"TRINITY_DN9998_c2_g1_i1" 10228 9952 9122 7482 3356 3600
"TRINITY_DN9909_c0_g1_i1" 8 2 34 18 2 4
"TRINITY_DN9909_c0_g1_i2" 4 0 20 10 0 2
"TRINITY_DN9909_c1_g1_i3" 42 68 52 14 6 14
"TRINITY_DN9909_c1_g1_i10" 36 26 38 8 6 10
"TRINITY_DN9909_c1_g1_i11" 22 38 16 22 8 8
"TRINITY_DN9973_c0_g1_i3" 12 38 8 8 2 4
"TRINITY_DN9973_c0_g1_i5" 0 0 0 0 0 0
"TRINITY_DN9973_c0_g1_i7" 2 32 6 4 4 4
"TRINITY_DN9973_c0_g1_i9" 56 56 36 26 10 14
"TRINITY_DN9905_c0_g1_i1" 22 4 14 2 0 0
"TRINITY_DN9905_c0_g1_i2" 2 6 10 6 0 6
"TRINITY_DN9905_c0_g2_i3" 4 8 10 0 2 0
"TRINITY_DN9905_c0_g2_i5" 28 26 28 2 0 2
"TRINITY_DN9905_c0_g2_i6" 4 10 20 2 0 2
"TRINITY_DN9941_c0_g1_i1" 750 1098 664 342 132 118
"TRINITY_DN9941_c1_g1_i1" 4 0 0 0 0 2
"TRINITY_DN9907_c1_g1_i1" 33772 35310 20264 36216 27758 30130
"TRINITY_DN9916_c1_g1_i1" 7616 11448 5744 9948 6070 6134
"TRINITY_DN9916_c1_g2_i1" 7048 9936 4794 9980 6044 5812
"TRINITY_DN9935_c0_g1_i1" 40 52 26 16 6 30
"TRINITY_DN9935_c2_g2_i1" 108 128 80 64 26 28
"TRINITY_DN9935_c2_g2_i2" 3530 4754 2860 2110 1190 1166
"TRINITY_DN9987_c1_g1_i1" 3850 4740 3028 2178 1776 1876
"TRINITY_DN9987_c2_g1_i1" 36 62 50 22 4 14
"TRINITY_DN9987_c2_g1_i2" 56 92 88 40 14 22
"TRINITY_DN9908_c2_g1_i1" 2698 4848 1494 252 98 100
"TRINITY_DN9992_c0_g2_i1" 18378 24130 12334 13146 7800 7190
"TRINITY_DN9948_c0_g1_i4" 0 6 12 0 2 2
"TRINITY_DN9948_c0_g1_i5" 6 10 6 4 0 0
"TRINITY_DN9948_c0_g1_i6" 2 0 0 2 0 0
"TRINITY_DN9911_c0_g1_i1" 490 502 322 242 114 122
"TRINITY_DN9949_c0_g1_i2" 614 590 728 398 168 214
"TRINITY_DN9912_c0_g1_i1" 94 154 52 10 6 0
"TRINITY_DN9912_c2_g1_i2" 3212 4320 2550 2950 1894 1834
"TRINITY_DN9967_c0_g1_i2" 1400 2138 1324 740 334 366
"TRINITY_DN9926_c0_g1_i2" 1146 1940 1002 1294 862 856
"TRINITY_DN9921_c1_g3_i5" 576 734 404 52 22 44
"TRINITY_DN9921_c1_g3_i6" 8670 8948 4966 500 288 340
"TRINITY_DN9923_c0_g1_i1" 254 356 146 104 90 42
"TRINITY_DN9997_c1_g1_i1" 9734 12058 7032 8584 5508 5614
"TRINITY_DN9981_c0_g1_i1" 68 130 96 44 14 18
"TRINITY_DN9981_c0_g1_i3" 38 28 106 26 6 12
"TRINITY_DN9981_c0_g1_i5" 364 532 360 232 108 58
"TRINITY_DN9902_c0_g1_i4" 2160 3712 1316 1284 724 630
"TRINITY_DN9902_c0_g2_i1" 0 8 0 0 0 0
"TRINITY_DN9940_c0_g1_i1" 8 2 4 0 2 0
"TRINITY_DN9940_c1_g1_i1" 3992 6824 3230 5642 3300 3218
"TRINITY_DN9995_c0_g1_i1" 6 24 0 2 2 4
"TRINITY_DN9995_c1_g2_i2" 0 0 0 0 0 0
